Long Station Name,Collection Date,EC,Br,Sacramento X2,Location,Area,WYT,Data
Middle River @ Union Point - P10A,9/2/2014,452,0.27,90.3346038,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,0.27,90.3346038,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,0.28,94.77701545,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,0.28,94.77701545,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,0.37,92.39401068,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,0.37,92.39401068,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,0.34,93.6049299,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,0.34,93.6049299,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,0.22,71.50190239,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,0.22,71.50190239,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,0.16,87.92593622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,0.16,87.92593622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,0.16,78.10690622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,0.16,78.10690622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,0.16,88.0123047,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,0.16,88.0123047,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,0.29,94.17154572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,0.29,94.17154572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,0.41,93.2549537,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,0.41,93.2549537,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,0.39,95.81957478,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,0.39,95.81957478,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,0.4,95.38511805,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,0.4,95.38511805,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,0.37,94.75346141,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,0.37,94.75346141,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/5/2015,616,0.33,94.93479848,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2015,616,0.33,94.93479848,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,0.37,93.88533024,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,0.37,93.88533024,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,0.49,94.9140377,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,0.49,94.9140377,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,0.37,89.47617765,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,0.37,89.47617765,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,0.22,59.65346245,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,0.22,59.65346245,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,0.1,62.66343249,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,0.1,62.66343249,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,0.1,66.37589317,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,0.1,66.37589317,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,0.17,75.47029728,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,0.17,75.47029728,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,0.12,82.94141541,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,0.12,82.94141541,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,0.07,84.55059684,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,0.07,84.55059684,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,0.08,83.57049111,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,0.08,83.57049111,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,0.14,84.03725468,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,0.14,84.03725468,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/4/2016,387,0.21,86.5637221,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/4/2016,387,0.21,86.5637221,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,0.19,87.41045331,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,0.19,87.41045331,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,0.21,83.68530205,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,0.21,83.68530205,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,0.14,56.18463132,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,0.14,56.18463132,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,0.07,50.46962633,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,0.07,50.46962633,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,0.05,46.65054443,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,0.05,46.65054443,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,0.06,49.18404199,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,0.06,49.18404199,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,0.03,50.00669585,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,0.03,50.00669585,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,0.06,57.96351261,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,0.06,57.96351261,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,0.06,70.04911852,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,0.06,70.04911852,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,0.07,80.74384873,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,0.07,80.74384873,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,0.07,77.48586469,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,0.07,77.48586469,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/2/2017,186,0.06,77.2692402,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/2/2017,186,0.06,77.2692402,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,0.08,83.87250454,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,0.08,83.87250454,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,0.25,84.74492337,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,0.25,84.74492337,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,1/16/2018,718,0.25,76,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,1/17/2018,546.1,0.3,76,OMR,Interior,BN,IT
Middle River near Holt,1/18/2018,363.6,0.17,77,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,0.26,73,SJRcorridor,Interior,BN,IT
Old River at Quimby Island,1/23/2018,401.3,0.21,72,OMR,Interior,BN,IT
Holland Cut near Bethel Island,1/23/2018,487,0.3,72,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,402,0.16,74.06112596,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,0.16,74.06112596,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,395,0.16,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,0.26,72,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/12/2018,515,0.19,78,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,2/14/2018,546,0.21,77,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,0.19,73,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,3/5/2018,338.9,0.11,72,OMR,Interior,BN,IT
Old River at Quimby Island,3/5/2018,363.1,0.13,72,OMR,Interior,BN,IT
Middle River near Holt,3/5/2018,407.7,0.16,72,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/20/2018,454,0.15,69,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,3/21/2018,474,0.16,71,OMR,Interior,BN,IT
Holland Cut near Bethel Island,4/3/2018,253.7,0.07,60,OMR,Interior,BN,IT
Old River at Quimby Island,4/3/2018,277.2,0.08,60,OMR,Interior,BN,IT
Middle River near Holt,4/3/2018,308,0.1,60,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,358,0.13,54.04390508,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,0.13,54.04390508,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,365.4,0.13,56,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,0.05,58,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,4/18/2018,251.4,0.08,58,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/19/2018,245,0.08,60,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,0.08,62,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,5/3/2018,259.3,0.08,67,OMR,Interior,BN,IT
Old River at Quimby Island,5/3/2018,255.6,0.08,67,OMR,Interior,BN,IT
Middle River near Holt,5/3/2018,269.8,0.09,67,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,352,0.11,64.92049336,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,0.11,64.92049336,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,0.04,66,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,354,0.11,66,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/16/2018,185,0.06,74,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,5/17/2018,230,0.07,74,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,0.06,73,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,5/23/2018,246,0.07,74,OMR,Interior,BN,IT
Old River at Quimby Island,5/23/2018,257,0.09,74,OMR,Interior,BN,IT
Middle River near Holt,5/23/2018,272.4,0.1,74,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,0.16,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,284,0.11,74.73149108,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,0.11,74.73149108,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,286.4,0.11,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/12/2018,299,0.11,80,SJRcorridor,Interior,BN,IT
SGA,6/20/2018,664,0.24,81,SouthDelta,Interior,BN,NCRO
PDC,6/20/2018,855,0.4,81,SouthDelta,Interior,BN,NCRO
Middle River @ Union Point - P10A,7/9/2018,246,0.08,82.60710477,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,0.08,82.60710477,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,0.06,82.35063213,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,0.06,82.35063213,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,0.16,84.8982076,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,0.16,84.8982076,SouthDelta,Interior,BN,TT
OH1,1/8/2019,940,0.4,79,SouthDelta,Interior,W,NCRO
ORX,1/8/2019,944,0.4,79,SouthDelta,Interior,W,NCRO
GLE,1/8/2019,977,0.405,79,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,1/15/2019,812,0.3,77,SJRcorridor,Interior,W,IT
Paradise Cut,1/15/2019,811,0.32,77,SouthDelta,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,1/15/2019,671,0.33,77,OMR,Interior,W,IT
Old River at Tracy Wildlife Association,1/15/2019,972,0.4,77,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,0.5,77,SouthDelta,Interior,W,IT
Paradise Cut Upstream,1/15/2019,2111,1.32,77,SouthDelta,Interior,W,IT
PDUP,1/15/2019,2110,1.32,77,SouthDelta,Interior,W,NCRO
SGA,1/15/2019,1170,0.5,77,SouthDelta,Interior,W,NCRO
PDC,1/15/2019,822,0.32,77,SouthDelta,Interior,W,NCRO
TWA,1/15/2019,977,0.4,77,SouthDelta,Interior,W,NCRO
Grant Line Canal East,1/30/2019,879,0.35,63,SouthDelta,Interior,W,IT
Old River below Headwaters,1/30/2019,932,0.36,63,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,1/30/2019,916,0.36,63,SouthDelta,Interior,W,IT
OH1,1/30/2019,944,0.36,63,SouthDelta,Interior,W,NCRO
ORX,1/30/2019,928,0.36,63,SouthDelta,Interior,W,NCRO
GLE,1/30/2019,891,0.35,63,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,2/4/2019,395.8,0.18,68,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,2/12/2019,444.4,0.17,60,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/14/2019,321,0.1,68,SJRcorridor,Interior,W,IT
Old River below Headwaters,5/1/2019,185.9,0.05,57,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/1/2019,184.9,0.05,57,SouthDelta,Interior,W,IT
Grant Line Canal East,5/1/2019,190.3,0.06,57,SouthDelta,Interior,W,IT
OH1,5/1/2019,188,0.05,57,SouthDelta,Interior,W,NCRO
ORX,5/1/2019,187,0.05,57,SouthDelta,Interior,W,NCRO
GLE,5/1/2019,192,0.06,57,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,0.02,58,SJRcorridor,Interior,W,IT
Middle River @ Union Point - P10A,5/8/2019,265.1,0.08,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/14/2019,118,0.03,60,SJRcorridor,Interior,W,IT
Middle River near Holt,5/15/2019,225.6,0.07,61,OMR,Interior,W,IT
Old River at Quimby Island,5/15/2019,222.9,0.07,61,OMR,Interior,W,IT
Holland Cut near Bethel Island,5/15/2019,223.7,0.08,61,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,5/16/2019,132,0.03,63,OMR,Interior,W,IT
Old River below Headwaters,5/29/2019,78.3,0.01,61,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/29/2019,82.3,0.01,61,SouthDelta,Interior,W,IT
Grant Line Canal East,5/29/2019,88.8,0.02,61,SouthDelta,Interior,W,IT
OH1,5/29/2019,79,0.01,61,SouthDelta,Interior,W,NCRO
ORX,5/29/2019,83,0.01,61,SouthDelta,Interior,W,NCRO
GLE,5/29/2019,90,0.02,61,SouthDelta,Interior,W,NCRO
Middle River near Holt,6/5/2019,141,0.04,58,OMR,Interior,W,IT
Holland Cut near Bethel Island,6/5/2019,160.3,0.05,58,OMR,Interior,W,IT
Old River at Quimby Island,6/5/2019,154.1,0.05,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,0.01,57,SJRcorridor,Interior,W,IT
Middle River @ Union Point - P10A,6/6/2019,173,0.06,57,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/11/2019,83,0.01,61,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,6/12/2019,105.4,0.02,62,SouthDelta,Interior,W,IT
Paradise Cut Upstream,6/12/2019,233.8,0.09,62,SouthDelta,Interior,W,IT
PDUP,6/12/2019,233,0.09,62,SouthDelta,Interior,W,NCRO
TWA,6/12/2019,107,0.02,62,SouthDelta,Interior,W,NCRO
Eastside Delta Mendota Canal intake at Jones PP,6/13/2019,122.2,0.02,63,OMR,Interior,W,IT
Old River below Headwaters,6/25/2019,107.6,0.03,67,SJRcorridor,Interior,W,IT
Grant Line Canal East,6/25/2019,106,0.03,67,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,6/25/2019,105.1,0.03,67,SouthDelta,Interior,W,IT
Paradise Cut,6/25/2019,110.3,0.03,67,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,0.03,67,SouthDelta,Interior,W,IT
OH1,6/25/2019,107,0.03,67,SouthDelta,Interior,W,NCRO
ORX,6/25/2019,105,0.03,67,SouthDelta,Interior,W,NCRO
GLE,6/25/2019,104.5,0.03,67,SouthDelta,Interior,W,NCRO
PDC,6/25/2019,109,0.03,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,0.03,67,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,7/1/2019,303.9,0.11,72,SouthDelta,Interior,W,IT
TWA,7/1/2019,304.5,0.11,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,0.17,73,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,0.17,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,0.18,72,SJRcorridor,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,0.18,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,0.27,72,SouthDelta,Interior,W,IT
Paradise Cut,7/9/2019,870,0.42,72,SouthDelta,Interior,W,IT
OH1,7/9/2019,443,0.18,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,0.17,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,0.18,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,0.42,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,0.27,72,SouthDelta,Interior,W,NCRO
Holland Cut near Bethel Island,7/11/2019,119.8,0.02,73,OMR,Interior,W,IT
Old River at Quimby Island,7/11/2019,120.1,0.02,73,OMR,Interior,W,IT
Middle River near Holt,7/11/2019,122.4,0.03,73,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,7/16/2019,180,0.03,77,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,7/17/2019,245,0.09,77,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,0.14,74,SouthDelta,Interior,W,IT
Paradise Cut Upstream,7/24/2019,1880,1.19,74,SouthDelta,Interior,W,IT
PDUP,7/24/2019,1860,1.19,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,0.14,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,0.18,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,0.14,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,0.17,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,0.17,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,0.18,81,SouthDelta,Interior,W,NCRO
Middle River near Holt,8/7/2019,153.3,0.04,81,OMR,Interior,W,IT
Old River at Quimby Island,8/7/2019,209.8,0.09,81,OMR,Interior,W,IT
Holland Cut near Bethel Island,8/7/2019,260,0.13,81,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,8/15/2019,188,0.06,75,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,0.08,73,SouthDelta,Interior,W,IT
Paradise Cut Upstream,8/21/2019,1501,0.87,73,SouthDelta,Interior,W,IT
PDUP,8/21/2019,1470,0.87,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,0.08,73,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,0.07,73,SJRcorridor,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,0.08,73,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,0.08,73,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,0.09,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,0.09,73,SouthDelta,Interior,W,IT
Paradise Cut,9/4/2019,615,0.22,73,SouthDelta,Interior,W,IT
OH1,9/4/2019,237,0.08,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,0.09,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,0.08,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,0.22,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,0.09,73,SouthDelta,Interior,W,NCRO
Middle River near Holt,9/11/2019,154.4,0.03,72,OMR,Interior,W,IT
Old River at Quimby Island,9/11/2019,158.8,0.03,72,OMR,Interior,W,IT
Holland Cut near Bethel Island,9/11/2019,171.6,0.04,72,OMR,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,0.12,72,SouthDelta,Interior,W,IT
Paradise Cut Upstream,9/11/2019,1204,0.335,72,SouthDelta,Interior,W,IT
PDUP,9/11/2019,1190,0.3475,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,0.12,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/17/2019,162,0.05,73,SJRcorridor,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,9/18/2019,280,0.09,73,OMR,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,0.05,76,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,0.05,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,0.06,76,SJRcorridor,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,0.07,76,SouthDelta,Interior,W,IT
Paradise Cut,9/25/2019,966,0.33,76,SouthDelta,Interior,W,IT
OH1,9/25/2019,184,0.06,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,0.05,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,0.05,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,0.33,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,0.07,76,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,10/2/2019,215.7,0.07,74,SouthDelta,Interior,D,IT
Paradise Cut Upstream,10/2/2019,1439,0.85,74,SouthDelta,Interior,D,IT
PDUP,10/2/2019,1430,0.85,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,0.07,74,SouthDelta,Interior,D,NCRO
Middle River @ Union Point - P10A,10/7/2019,214.9,0.08,73,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,0.13,73,SJRcorridor,Interior,D,IT
Holland Cut near Bethel Island,10/15/2019,155.5,0.03,74,OMR,Interior,D,IT
Old River at Quimby Island,10/15/2019,153.4,0.04,74,OMR,Interior,D,IT
Middle River near Holt,10/15/2019,159.9,0.05,74,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/15/2019,347,0.13,74,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,10/17/2019,300,0.12,76,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,0.08,75,SouthDelta,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,0.79,75,SouthDelta,Interior,D,IT
PDUP,10/29/2019,1580,0.79,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,0.08,75,SouthDelta,Interior,D,NCRO
Middle River @ Union Point - P10A,11/6/2019,238.1,0.09,81,OMR,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,0.16,81,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,11/6/2019,432.2,0.18,81,SouthDelta,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,0.19,81,SJRcorridor,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,0.2,81,SJRcorridor,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,0.21,81,SouthDelta,Interior,D,IT
Paradise Cut,11/6/2019,747,0.3,81,SouthDelta,Interior,D,IT
OH1,11/6/2019,470,0.19,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,0.18,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,0.16,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,0.3,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,0.21,81,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,12/18/2019,611,0.22,76,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,12/19/2019,562,0.2,76,OMR,Interior,D,IT
Paradise Cut,1/2/2020,673,0.25,76,SouthDelta,Interior,D,IT
Old River below Headwaters,1/2/2020,676,0.26,76,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,0.26,76,SouthDelta,Interior,D,IT
Grant Line Canal East,1/2/2020,696,0.27,76,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,0.3,76,SouthDelta,Interior,D,IT
OH1,1/2/2020,682,0.26,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,0.26,76,SouthDelta,Interior,D,NCRO
GLE,1/2/2020,699,0.27,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,0.25,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,0.3,76,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,1/14/2020,652,0.25,81,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,1/16/2020,423,0.19,81,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,0.3,73,SouthDelta,Interior,D,IT
Paradise Cut Upstream,2/4/2020,1921,1.18,73,SouthDelta,Interior,D,IT
