Long Station Name,Collection Date,EC,Cl,Sacramento X2,Location,Area,WYT,Data
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,86,77.94958475,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/2/1997,269,31,77.2650624,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,84,77.2650624,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/7/1997,640,119,90.04861349,OMR,Interior,W,TT
Contra Costa PP Number 01,11/5/1997,948,205,91.80829068,OMR,Interior,W,TT
Contra Costa PP Number 01,12/10/1997,1080,204,71.95083355,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1998,920,167,80.42409534,OMR,Interior,W,TT
Contra Costa PP Number 01,2/5/1998,879,130,41.15155574,OMR,Interior,W,TT
Contra Costa PP Number 01,3/3/1998,1100,142,46.174655,OMR,Interior,W,TT
Old River @ Middle River,6/9/1998,236,24,51.89782644,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,7/8/1998,233,23,56.61660003,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1998,190,16,70.95431958,OMR,Interior,W,TT
Contra Costa PP Number 01,9/2/1998,161,9,67.79734317,OMR,Interior,W,TT
Contra Costa PP Number 01,10/14/1998,208,14,70.16642583,OMR,Interior,W,TT
Contra Costa PP Number 01,11/4/1998,190,14,78.12007996,OMR,Interior,W,TT
Contra Costa PP Number 01,12/2/1998,289,30,64.89739823,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1999,459,51,64.63920091,OMR,Interior,W,TT
Contra Costa PP Number 01,2/3/1999,352,36,51.6298188,OMR,Interior,W,TT
Contra Costa PP Number 01,4/8/1999,324,35,57.34361395,OMR,Interior,W,TT
Contra Costa PP Number 01,5/5/1999,451,51,57.23000982,OMR,Interior,W,TT
Contra Costa PP Number 01,6/2/1999,288,32,67.44761682,OMR,Interior,W,TT
Contra Costa PP Number 01,7/8/1999,211,16,73.33227294,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1999,218,21,71.77110367,OMR,Interior,W,TT
Contra Costa PP Number 01,10/7/1999,892,148,85.55971154,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/7/1999,1390,211,84.3486242,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/4/2000,1186,224,80.55744457,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/8/2000,385,48,57.61717763,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2000,1125,146,48.16682697,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2000,391,44,70.46558651,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/2/2000,381,41,63.70366373,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/6/2000,254,23,72.94579268,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/3/2000,229,22,80.70368222,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2000,244,32,77.4197889,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2000,548,101,87.25802224,OMR,Interior,D,TT
Contra Costa PP Number 01,11/7/2000,668,141,84.3926938,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2001,1030,205,94.68792213,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2001,943,168,82.30525912,OMR,Interior,D,TT
Contra Costa PP Number 01,3/6/2001,753,99,70.05240742,OMR,Interior,D,TT
Contra Costa PP Number 01,4/4/2001,341,31,72.87905364,OMR,Interior,D,TT
Contra Costa PP Number 01,6/6/2001,335,36,80.28545946,OMR,Interior,D,TT
Contra Costa PP Number 01,11/6/2001,898,186,92.77803114,OMR,Interior,D,TT
Contra Costa PP Number 01,12/3/2001,750,145,82.50576236,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2002,616,90,54.28372948,OMR,Interior,D,TT
Contra Costa PP Number 01,2/5/2002,385,36,70.70857903,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2002,295,29,71.94484474,OMR,Interior,D,TT
Contra Costa PP Number 01,5/6/2002,350,37,71.01564345,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2002,330,36,69.35185908,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2002,262,26,80.39099747,OMR,Interior,D,TT
Contra Costa PP Number 01,8/5/2002,665,134,83.27712196,OMR,Interior,D,TT
Contra Costa PP Number 01,9/4/2002,854,185,88.12309273,OMR,Interior,D,TT
Contra Costa PP Number 01,10/8/2002,1120,239,89.3846487,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/5/2002,874,181,91.73476989,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/3/2002,850,153,93.0185482,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/7/2003,1010,187,51.99960319,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/3/2003,1070,167,54.06515388,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/3/2003,591,68,60.574921,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/1/2003,663,71,69.81194277,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/6/2003,330,33,51.50084909,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/4/2003,293,30,66.71648137,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/5/2003,348,48,69.2729812,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/10/2003,388,68,81.97587927,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/7/2003,604,124,88.64679121,OMR,Interior,BN,TT
Contra Costa PP Number 01,11/4/2003,673,144,88.40480968,OMR,Interior,BN,TT
Contra Costa PP Number 01,12/3/2003,724,159,87.61870823,OMR,Interior,BN,TT
Contra Costa PP Number 01,1/6/2004,784,166,55.58733795,OMR,Interior,BN,TT
Contra Costa PP Number 01,2/3/2004,322,35,71.8099759,OMR,Interior,BN,TT
Contra Costa PP Number 01,3/2/2004,500,53,49.65011755,OMR,Interior,BN,TT
Contra Costa PP Number 01,4/6/2004,238,16,69.18983307,OMR,Interior,BN,TT
Contra Costa PP Number 01,5/4/2004,233,20,76.25300399,OMR,Interior,BN,TT
Contra Costa PP Number 01,6/8/2004,308,34,86.24729429,OMR,Interior,BN,TT
Contra Costa PP Number 01,7/7/2004,430,65,83.05294294,OMR,Interior,BN,TT
Contra Costa PP Number 01,8/3/2004,470,86,81.28623188,OMR,Interior,BN,TT
Contra Costa PP Number 01,9/8/2004,540,97,83.45154489,OMR,Interior,BN,TT
Contra Costa PP Number 01,10/6/2004,730,152,80.20091081,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/1/2004,765,154,83.50140273,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/6/2004,579,108,88.99645057,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/3/2005,640,147,63.06546569,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/7/2005,379,46,66.68285541,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2005,654,80,57.47547175,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2005,499,58,55.79737907,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/3/2005,346,38,60.83995013,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/7/2005,256,28,54.24209382,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/6/2005,151,10,69.97360216,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2005,196,18,80.7913406,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/6/2005,418,77,83.07162013,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2005,504,100,81.90521431,OMR,Interior,W,TT
Contra Costa PP Number 01,11/7/2005,468,83,89.68142253,OMR,Interior,W,TT
Contra Costa PP Number 01,12/5/2005,660,132,82.80590189,OMR,Interior,W,TT
Contra Costa PP Number 01,1/3/2006,703,171,0,OMR,Interior,W,TT
Contra Costa PP Number 01,2/6/2006,491,69,52.81827396,OMR,Interior,W,TT
Contra Costa PP Number 01,3/6/2006,232,21,50.66954548,OMR,Interior,W,TT
Contra Costa PP Number 01,4/3/2006,428,50,47.97842568,OMR,Interior,W,TT
Contra Costa PP Number 01,7/5/2006,162,16,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,28,78.28975195,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,28,78.28975195,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,23,78.70958184,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,23,78.70958184,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,10/3/2006,272,32,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,24,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,24,79.15994988,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/7/2006,302,46,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,32,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,32,88.98570418,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/5/2006,461,92,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,47,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,47,88.65054031,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,1/2/2007,704,156,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,86,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,86,80.23657174,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,64,79.89948567,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2007,456,74,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,64,79.89948567,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,61,58.91442023,OMR,Interior,D,TT
Contra Costa PP Number 01,3/5/2007,315,39,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,61,58.91442023,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,36,72.02877378,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2007,255,23,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,36,72.02877378,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,41,74.44600721,OMR,Interior,D,TT
Contra Costa PP Number 01,5/2/2007,268,27,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,41,74.44600721,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,51,80.25338455,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2007,324,37,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,51,80.25338455,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,34,80.94470218,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2007,264,29,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,34,80.94470218,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,8/6/2007,492,93,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,37,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,37,84.7182393,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,9/5/2007,812,208,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,60,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,60,85.25541551,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/2/2007,928,213,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,48,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,48,87.02852586,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/6/2007,1048,214,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,61,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,61,89.58054651,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,12/4/2007,1212,217,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,48,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,48,87.28423839,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,98,83.34570353,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,98,83.34570353,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/5/2008,462,65,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,55,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,55,54.87619201,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,42,66.16351777,OMR,Interior,C,TT
Contra Costa PP Number 01,3/4/2008,361,38,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,42,66.16351777,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,61,78.37516679,OMR,Interior,C,TT
Contra Costa PP Number 01,4/8/2008,465,49,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,61,78.37516679,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,4/10/2008,313.3,29,78.60601526,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,68,81.24308533,OMR,Interior,C,TT
Contra Costa PP Number 01,5/6/2008,415,49,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,68,81.24308533,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,5/20/2008,305.7,33,83.51606562,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,55,81.73068377,OMR,Interior,C,TT
Contra Costa PP Number 01,6/2/2008,366,41,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,55,81.73068377,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,6/12/2008,272,26,81.05885354,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,36,84.87243383,OMR,Interior,C,TT
Contra Costa PP Number 01,7/1/2008,287,32,84.87243383,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,36,84.87243383,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/5/2008,492,93,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,40,88.35573476,OMR,Interior,C,TT
San Joaquin River at Prisoner's Point,8/5/2008,280.8,37,88.35573476,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,40,88.35573476,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/2/2008,744,162,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,61,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,61,88.7732302,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,9/16/2008,439,73,88.07483179,SJRcorridor,Interior,C,TT
Contra Costa PP Number 01,10/1/2008,870,201,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,76,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,76,88.30977329,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,10/15/2008,288.7,37,90.3992398,SJRcorridor,Interior,D,TT
Contra Costa PP Number 01,11/3/2008,642,131,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,68,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,68,93.02142734,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/2/2008,574,102,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,91,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,91,92.75840841,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,147,93.85276614,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/11/2008,898,128,93.85276614,SouthDelta,Interior,D,TT
Old River @ Middle River,12/22/2008,900,128,92.48009562,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,12/23/2008,482,80,91.80575032,SJRcorridor,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,194,91.80575032,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/23/2008,928,132,91.80575032,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,104,86.18470086,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,104,86.18470086,SouthDelta,Interior,D,TT
Old River @ Middle River,1/7/2009,962,149,86.91076865,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,167,89.32251087,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,157,89.32251087,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,1/23/2009,516,86,92.25514125,SJRcorridor,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/26/2009,995,146,88.07443799,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/26/2009,952,138,88.07443799,SouthDelta,Interior,D,TT
Old River @ Middle River,1/29/2009,862,116,83.77227583,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,2/3/2009,794,166,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,113,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,113,84.30493265,SouthDelta,Interior,D,TT
Old River @ Middle River,2/10/2009,1079,153,84.02790463,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,166,83.0036227,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,158,83.0036227,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,2/23/2009,348.2,46,69.09157517,SJRcorridor,Interior,D,TT
Old River @ Middle River,2/25/2009,844,115,63.13375011,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/26/2009,911,130,60.14582078,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/26/2009,840,114,60.14582078,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,90,65.57301543,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,90,65.57301543,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/9/2009,868,120,54.40866096,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/9/2009,728,97,54.40866096,SouthDelta,Interior,D,TT
Old River @ Middle River,3/16/2009,1043,158,64.397985,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,180,67.34893515,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,176,67.34893515,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,3/24/2009,219.7,19,67.79671251,SJRcorridor,Interior,D,TT
Old River @ Middle River,4/1/2009,1008,150,73.95020527,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,33,75.36176628,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,33,75.36176628,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,151,75.01511525,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/9/2009,844,120,75.01511525,SouthDelta,Interior,D,TT
Old River @ Middle River,4/16/2009,694,95,67.73613947,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/23/2009,814,119,79.53429049,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/23/2009,463,60,79.53429049,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,4/29/2009,191.7,15,77.28892347,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,42,73.26168644,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,42,73.26168644,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/7/2009,554,72,68.40551796,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/7/2009,425,51,68.40551796,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/21/2009,488,65,75.54540529,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/21/2009,353,44,75.54540529,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,5/27/2009,176.6,14,78.39738548,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,40,74.90839371,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,40,74.90839371,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,6/8/2009,739,110,77.24823856,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,6/8/2009,550,78,77.24823856,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,6/16/2009,192.4,16,75.74081285,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,22,82.06398554,OMR,Interior,D,TT
San Joaquin River at Prisoner's Point,7/7/2009,157.5,12,82.06398554,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,22,82.06398554,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,7/30/2009,247.3,37,85.45859171,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,40,84.14076361,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,40,84.14076361,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,8/17/2009,315,55,86.7435617,SJRcorridor,Interior,D,TT
San Joaquin River at Prisoner's Point,9/8/2009,336.2,49,83.47406172,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,53,84.37552482,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,53,84.37552482,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,10/6/2009,411,64,87.99178837,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/6/2009,411,64,87.99178837,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,10/8/2009,311.4,45,90.73343555,SJRcorridor,Interior,BN,TT
San Joaquin River at Prisoner's Point,10/30/2009,262.1,32,84.65210123,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,47,88.3635176,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,47,88.3635176,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,11/18/2009,258.8,31,88.28529367,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,44,92.29828513,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,44,92.29828513,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,12/9/2009,340,50,88.75050471,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,120,92.72553683,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,112,92.72553683,SJRcorridor,Interior,BN,TT
San Joaquin River at Prisoner's Point,12/30/2009,503,93,92.01120098,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,82,86.26711441,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,82,86.26711441,SouthDelta,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,146,91.08275529,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,152,91.08275529,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,146,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,126,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,111,82.2895829,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,141,82.2895829,SJRcorridor,Interior,BN,TT
San Joaquin River at Prisoner's Point,1/25/2010,290.7,38,63.07199036,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,84,54.29400396,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,84,54.29400396,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,2/16/2010,261.4,25,56.73294725,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,66,63.81753273,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,66,63.81753273,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,53,68.63765096,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,53,68.63765096,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,51,57.05251942,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,51,57.05251942,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,34,67.97063022,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,34,67.97063022,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,27,80.72423904,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,27,80.72423904,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,20,79.32890201,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,20,79.32890201,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,42,86.84207092,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,42,86.84207092,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2010,340,45,83.98583932,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/5/2010,340,45,83.98583932,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,49,84.63274041,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,49,84.63274041,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,48,84.27592276,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,48,84.27592276,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,32,53.33698971,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,32,53.33698971,SouthDelta,Interior,W,TT
San Joaquin River at Holt Rd.,1/19/2011,247,26,66.73352135,SJRcorridor,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,41,64.18410148,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,41,64.18410148,SouthDelta,Interior,W,TT
