Long Station Name,Collection Date,EC,SO4,Sacramento X2,Location,Area,WYT,Data
GLE,1/2/2020,699,85,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,84,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,90,76,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,1/14/2020,652,66,81,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,1/16/2020,423,32,81,OMR,Interior,D,IT
Paradise Cut Upstream,2/4/2020,1921,200,73,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,92,73,SouthDelta,Interior,D,IT
PDUP,2/4/2020,1920,200,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,92,73,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,46,77,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,2/6/2020,374.9,28.5,77,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/11/2020,571,71,79,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,2/13/2020,411.6,39,79,OMR,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,105,77,SouthDelta,Interior,D,IT
Paradise Cut,2/19/2020,816,98,77,SouthDelta,Interior,D,IT
PDC,2/19/2020,821,98,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,105,77,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,3/4/2020,1832,202,79,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,57,79,SouthDelta,Interior,D,IT
PDUP,3/4/2020,1820,202,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,57,79,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/7/2020,1982,215,77,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/7/2020,999,123,77,SouthDelta,Interior,D,IT
PDUP,4/7/2020,1972,215,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,123,77,SouthDelta,Interior,D,NCRO
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,121,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,96.5,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,43,73,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,40,73,SouthDelta,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,39,73,SJRcorridor,Interior,D,IT
GLE,4/21/2020,372,43,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,40,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,39,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,96.5,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,121,73,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/29/2020,931,102,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/29/2020,674,81,75,SouthDelta,Interior,D,IT
PDUP,4/29/2020,908,102,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,81,75,SouthDelta,Interior,D,NCRO
Eastside Delta Mendota Canal intake at Jones PP,5/14/2020,403,42,80,OMR,Interior,D,IT
PDUP,5/18/2020,1540,156,81,SouthDelta,Interior,D,NCRO
Old River near Doughty Cut - ORX,6/16/2020,253.9,21.5,80,SouthDelta,Interior,D,IT
ORX,6/16/2020,254,21.5,80,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,6/17/2020,1393,147,80,SouthDelta,Interior,D,IT
PDUP,6/17/2020,1410,147,80,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,1/4/2022,616,61.2,65,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,210,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,84,70,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,71.6,70,SJRcorridor,Interior,C,IT
Grant Line Canal East,1/12/2022,678,71.6,70,SouthDelta,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,71.2,70,SouthDelta,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,300,74,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,186,76,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,83.1,76,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,1/26/2022,356.6,25,77,OMR,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,94,76,SouthDelta,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,171,77,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,30,77,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,24,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/24/2022,399,36.4,77,SJRcorridor,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,2/24/2022,391,28,77,OMR,Interior,C,IT
Grant Line Canal East,3/1/2022,559,54,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,52.6,78,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,48,78,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,37.2,74,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,28,74,OMR,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,350,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,98,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,92,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,77,79,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,3/22/2022,448,34,80,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,60,81,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,26,81,OMR,Interior,C,IT
Grant Line Canal East,4/7/2022,766,78,80,SouthDelta,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,65,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,64.6,80,SJRcorridor,Interior,C,IT
