Long Station Name,Collection Date,EC,Na,Sacramento X2,Location,Area,WYT,Data
Old River near Rock Slough,6/19/1959,327,34,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,6/19/1959,318,29,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,749,94,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,716,92,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1740,250,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1320,192,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1580,220,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1380,196,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,1000,132,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,937,127,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,644,79,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,621,78,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,509,60,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,486,57,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,10/1/1959,396,40,78.11676896,OMR,Interior,BN,TT
Old River near Rock Slough,10/1/1959,352,34,78.11676896,OMR,Interior,BN,TT
Old River near Rock Slough,10/30/1959,345,34,83.58656463,OMR,Interior,BN,TT
Old River near Rock Slough,10/30/1959,281,24,83.58656463,OMR,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,68,60.82383763,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,42,57.81297746,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,90,83.16574214,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,10,48.06579729,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,16,50.10640361,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,35,68.77308425,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),8/2/1977,1400,193,95.68394653,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/9/1977,1350,185,94.66206153,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/16/1977,1420,203,95.12016685,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/23/1977,1300,188,95.4484552,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/30/1977,1460,213,96.31383784,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/6/1977,1460,213,95.3442764,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/13/1977,1620,215,97.75189249,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/20/1977,1510,216,94.30759826,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/27/1977,1490,220,93.68297047,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),10/4/1977,1490,220,95.16189775,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/11/1977,1440,205,0,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/18/1977,1390,190,0,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/25/1977,1370,190,98.51353899,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/1/1977,1530,220,97.79821424,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/8/1977,1500,223,93.6482057,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/14/1977,1420,206,97.01418075,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/21/1977,1320,186,93.6810691,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/7/1977,1300,200,95.92716794,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/20/1977,1640,235,89.23499497,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/27/1977,1440,213,86.39928373,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/3/1978,1030,144,83.7303191,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/17/1978,468,56,59.14625574,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/31/1978,320,27,59.82498158,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/14/1978,419,36,52.74067557,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/28/1978,352,28,58.02981941,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/9/1978,442,36,51.06449328,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/24/1978,437,42,55.92345804,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/4/1978,506,53,57.31670008,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/14/1978,254,25,52.74067557,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/28/1978,237,22,53.14061094,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/16/1978,208,19,60.36200235,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/6/1978,215,20,66.43085838,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/21/1978,189,16,78.00331108,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/7/1978,213,19,83.4381986,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/24/1978,351,38,85.52855028,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/1/1978,426,45,84.62362617,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/22/1978,466,59,83.59458748,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/1/1978,410,50,81.82001888,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/13/1978,439,56,77.695743,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/5/1978,259,24,75.68522065,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),10/18/1978,198,18,76.6622206,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),11/2/1978,175,15,78.68013722,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),11/16/1978,183,15,78.70570663,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),11/30/1978,185,14,77.51582042,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),12/18/1978,198,15,81.39380513,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),1/3/1979,210,16,81.41949396,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),1/18/1979,381,31,59.76457767,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),2/5/1979,468,49,64.2815478,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),2/20/1979,517,52,61.16117032,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),4/2/1979,417,39,56.30420023,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),4/9/1979,409,41,64.68168078,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),5/7/1979,203,17,74.48111623,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),5/21/1979,178,13,73.19414698,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/3/1979,214,19,80.43664007,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/19/1979,395,46,82.51114931,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/31/1979,455,56,81.75511799,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),8/13/1979,592,77,83.32246149,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),8/29/1979,717,95,84.68527652,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),9/12/1979,882,120,86.66490009,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),9/25/1979,685,88,82.86895876,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),10/9/1979,482,59,84.06190501,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/22/1979,352,40,82.75529912,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/6/1979,250,24,80.35169489,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/20/1979,227,22,77.49708288,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/4/1979,216,19,75.2791345,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/17/1979,201,15,79.03917236,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/2/1980,223,17,63.56656112,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/30/1980,218,21,52.74067557,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/14/1980,266,25,67.64537101,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/29/1980,227,19,49.08867267,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/12/1980,212,19,49.22949664,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/26/1980,244,24,56.84018254,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/8/1980,303,30,56.38489514,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/21/1980,304,27,62.47778168,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/5/1980,318,27,64.64696862,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/12/1980,358,33,65.43895548,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/19/1980,277,27,62.05980719,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/27/1980,277,25,65.09270984,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/10/1980,230,21,69.27641079,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/16/1980,221,21,68.91440792,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/23/1980,221,21,68.0228655,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/30/1980,195,16,70.47262594,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/7/1980,186,15,68.25641473,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/14/1980,172,13,71.65830083,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/21/1980,174,13,71.80905674,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/29/1980,159,12,75.15820048,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/6/1980,170,13,76.44358914,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/18/1980,204,18,80.02274745,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/3/1980,293,30,80.90049445,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/15/1980,312,32,76.57711741,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/26/1980,265,23,76.604144,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/6/1980,236,21,77.15999944,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),10/20/1980,204,17,75.79339987,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/3/1980,201,17,78.34640114,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/14/1980,219,19,78.251066,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/24/1980,225,20,79.91615184,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),12/5/1980,220,19,81.24381742,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),12/16/1980,205,17,70.43542093,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),1/6/1981,209,15,79.42709404,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),1/20/1981,227,19,84.3665229,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),2/3/1981,325,31,59.47117587,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),2/16/1981,279,23,68.66305851,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),3/4/1981,263,21,75.67405581,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),3/20/1981,294,24,75.19545039,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),4/3/1981,360,32,60.26052112,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),4/23/1981,226,17,75.00542927,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),5/12/1981,269,24,80.86307077,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/2/1981,232,20,75.30547237,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/18/1981,243,22,80.97126487,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/30/1981,287,28,87.70223073,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),7/16/1981,366,42,87.76825037,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),8/3/1981,553,70,85.40012999,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),8/18/1981,628,79,87.20292234,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),9/2/1981,793,104,89.4339165,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),9/18/1981,758,98,85.78904211,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),10/14/1981,557,68,89.11569229,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/10/1981,545,69,88.94945498,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/24/1981,451,56,65.98476899,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/3/1981,423,45,52.53667998,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/18/1981,254,20,56.1313435,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/5/1982,240,26,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/5/1982,275,21,58.92308216,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/22/1982,295,23,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/15/1982,207,16,49.23180133,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/16/1982,348,34,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/5/1982,178,16,53.20631662,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/24/1982,196,17,58.78823135,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),6/22/1982,253,21,65.44959567,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),7/21/1982,244,20,78.29621658,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/17/1982,184,15,76.46364235,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),9/13/1982,208,18,66.6341757,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),10/19/1982,234,24,67.33005042,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/16/1982,180,16,65.44459814,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/14/1982,240,22,58.19292799,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/20/1983,281,26,63.15136317,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/17/1983,336,32,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/21/1983,338,31,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/18/1983,211,18,51.81872331,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/25/1983,170,16,53.44081668,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),7/20/1983,138,13,57.24485942,OMR,Interior,W,TT
Clifton Court Intake,7/26/1983,208,20,60.37858967,OMR,Interior,W,TT
Rock Slough @ Old River,7/26/1983,158,15,60.37858967,OMR,Interior,W,TT
Clifton Court Intake,8/23/1983,283,27,65.417376,OMR,Interior,W,TT
Rock Slough @ Old River,8/23/1983,171,15,65.417376,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/26/1983,175,15,63.12853224,OMR,Interior,W,TT
Rock Slough @ Old River,9/14/1983,254,26,62.98476901,OMR,Interior,W,TT
Clifton Court Intake,9/14/1983,180,17,62.98476901,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),9/16/1983,248,33,64.13561458,OMR,Interior,W,TT
Rock Slough @ Old River,10/12/1983,177,17,55.4774225,OMR,Interior,W,TT
Clifton Court Intake,10/12/1983,137,12,55.4774225,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),10/20/1983,154,14,64.89019526,OMR,Interior,W,TT
Clifton Court Intake,11/8/1983,324,33,60.70149483,OMR,Interior,W,TT
Rock Slough @ Old River,11/8/1983,224,22,60.70149483,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/15/1983,427,44,59.86273225,OMR,Interior,W,TT
Rock Slough @ Old River,12/13/1983,202,20,48.51750848,OMR,Interior,W,TT
Clifton Court Intake,12/13/1983,171,16,48.51750848,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/14/1983,192,18,49.15904734,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/18/1984,230,23,52.80804893,OMR,Interior,W,TT
Rock Slough @ Old River,1/24/1984,248,25,48.11330856,OMR,Interior,W,TT
Clifton Court Intake,1/24/1984,226,22,48.11330856,OMR,Interior,W,TT
Clifton Court Intake,2/28/1984,389,39,56.84567786,OMR,Interior,W,TT
Rock Slough @ Old River,2/28/1984,316,32,56.84567786,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/19/1984,261,24,57.98189429,OMR,Interior,W,TT
Clifton Court Intake,3/27/1984,362,35,59.85340054,OMR,Interior,W,TT
Rock Slough @ Old River,3/27/1984,254,22,59.85340054,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/16/1984,238,20,68.44196634,OMR,Interior,W,TT
Clifton Court Intake,4/25/1984,288,27,69.28361272,OMR,Interior,W,TT
Rock Slough @ Old River,4/25/1984,193,15,69.28361272,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/17/1984,201,18,71.23309041,OMR,Interior,W,TT
Clifton Court Intake,5/30/1984,307,29,76.19129629,OMR,Interior,W,TT
Rock Slough @ Old River,5/30/1984,194,15,76.19129629,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),6/22/1984,190,18,74.34286418,OMR,Interior,W,TT
Clifton Court Intake,6/27/1984,472,50,78.52956136,OMR,Interior,W,TT
Rock Slough @ Old River,6/27/1984,189,16,78.52956136,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),7/18/1984,209,20,75.88810175,OMR,Interior,W,TT
Rock Slough @ Old River,7/25/1984,217,22,75.0760343,OMR,Interior,W,TT
Clifton Court Intake,7/25/1984,212,18,75.0760343,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/20/1984,192,17,72.85477497,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/21/1984,232,22,77.90828234,OMR,Interior,W,TT
Rock Slough @ Old River,8/29/1984,221,21,75.80491853,OMR,Interior,W,TT
Clifton Court Intake,8/29/1984,222,20,75.80491853,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),9/17/1984,209,16,68.46687852,OMR,Interior,W,TT
Clifton Court Intake,9/27/1984,261,24,70.70772119,OMR,Interior,W,TT
Rock Slough @ Old River,9/27/1984,199,16,70.70772119,OMR,Interior,W,TT
Clifton Court Intake,10/25/1984,284,27,73.98724845,OMR,Interior,D,TT
Rock Slough @ Old River,10/25/1984,194,16,73.98724845,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/13/1984,177,14,76.76724225,OMR,Interior,D,TT
Clifton Court Intake,11/29/1984,233,20,58.15668026,OMR,Interior,D,TT
Rock Slough @ Old River,11/29/1984,186,14,58.15668026,OMR,Interior,D,TT
Clifton Court Intake,12/12/1984,252,21,63.6487688,OMR,Interior,D,TT
Rock Slough @ Old River,12/12/1984,195,14,63.6487688,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),1/22/1985,264,22,72.39109753,OMR,Interior,D,TT
Clifton Court Intake,1/30/1985,348,32,71.87547462,OMR,Interior,D,TT
Rock Slough @ Old River,1/30/1985,284,22,71.87547462,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,2/6/1985,252,20,73.41962189,SJRcorridor,Interior,D,TT
Old River South of Rock Slough (St 5A),2/21/1985,271,22,68.61311727,OMR,Interior,D,TT
Clifton Court Intake,2/27/1985,303,26,69.20707336,OMR,Interior,D,TT
Rock Slough @ Old River,2/27/1985,258,21,69.20707336,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,3/6/1985,218,14,75.19278379,SJRcorridor,Interior,D,TT
Old River South of Rock Slough (St 5A),3/15/1985,266,22,71.66117266,OMR,Interior,D,TT
Clifton Court Intake,3/27/1985,334,33,72.35776358,OMR,Interior,D,TT
Rock Slough @ Old River,3/27/1985,269,24,72.35776358,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,4/5/1985,188,13,73.32362859,SJRcorridor,Interior,D,TT
Old River South of Rock Slough (St 5A),4/16/1985,240,22,77.63759448,OMR,Interior,D,TT
Clifton Court Intake,4/24/1985,277,24,76.21112065,OMR,Interior,D,TT
Rock Slough @ Old River,4/24/1985,232,21,76.21112065,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,5/1/1985,175,13,78.27244799,SJRcorridor,Interior,D,TT
Old River South of Rock Slough (St 5A),5/16/1985,241,22,77.45709937,OMR,Interior,D,TT
Clifton Court Intake,5/22/1985,264,25,80.38836132,OMR,Interior,D,TT
Rock Slough @ Old River,5/22/1985,225,21,80.38836132,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,6/5/1985,180,13,79.16388993,SJRcorridor,Interior,D,TT
Rock Slough @ Old River,6/7/1985,252,25,78.26385188,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/20/1985,302,32,86.18412719,OMR,Interior,D,TT
Rock Slough @ Old River,6/26/1985,360,41,82.85900723,OMR,Interior,D,TT
Clifton Court Intake,6/26/1985,314,37,82.85900723,OMR,Interior,D,TT
Rock Slough @ Old River,7/10/1985,453,60,82.90461957,OMR,Interior,D,TT
Clifton Court Intake,7/10/1985,386,43,82.90461957,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,8/1/1985,186,13,84.4632434,SJRcorridor,Interior,D,TT
Rock Slough @ Old River,8/28/1985,630,81,86.67605396,OMR,Interior,D,TT
Clifton Court Intake,8/28/1985,458,51,86.67605396,OMR,Interior,D,TT
Rock Slough @ Old River,9/25/1985,776,101,87.74760658,OMR,Interior,D,TT
Clifton Court Intake,9/25/1985,602,64,87.74760658,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,10/2/1985,209,18,87.21027461,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),10/22/1985,639,82,91.1066811,OMR,Interior,W,TT
Rock Slough @ Old River,10/23/1985,738,99,88.74296201,OMR,Interior,W,TT
Clifton Court Intake,10/23/1985,484,52,88.74296201,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,11/13/1985,183,12,93.32437977,SJRcorridor,Interior,W,TT
Rock Slough @ Old River,11/15/1985,988,135,93.05986008,OMR,Interior,W,TT
Clifton Court Intake,11/15/1985,679,92,93.05986008,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/18/1985,992,136,93.20373275,OMR,Interior,W,TT
Rock Slough @ Old River,12/3/1985,965,133,86.18528925,OMR,Interior,W,TT
Clifton Court Intake,12/3/1985,744,98,86.18528925,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,12/3/1985,204,15,86.18528925,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),12/17/1985,605,78,77.70271234,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/16/1986,530,65,84.02165809,OMR,Interior,W,TT
Rock Slough @ Old River,1/23/1986,476,66,73.43685446,OMR,Interior,W,TT
Clifton Court Intake,1/23/1986,410,48,73.43685446,OMR,Interior,W,TT
Clifton Court Intake,2/13/1986,423,41,56.5590216,OMR,Interior,W,TT
Rock Slough @ Old River,2/13/1986,319,36,56.5590216,OMR,Interior,W,TT
Rock Slough @ Old River,3/4/1986,342,32,0,OMR,Interior,W,TT
Clifton Court Intake,3/4/1986,306,29,0,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,3/11/1986,192,12,0,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),3/21/1986,210,22,0,OMR,Interior,W,TT
Rock Slough @ Old River,4/9/1986,262,29,52.99907803,OMR,Interior,W,TT
Clifton Court Intake,4/9/1986,197,20,52.99907803,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/16/1986,203,19,57.82517336,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,4/17/1986,195,17,58.63111286,SJRcorridor,Interior,W,TT
Clifton Court Intake,5/7/1986,280,27,66.57784182,OMR,Interior,W,TT
Rock Slough @ Old River,5/7/1986,227,21,66.57784182,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,5/13/1986,162,12,66.74466463,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),5/20/1986,233,21,69.94743635,OMR,Interior,W,TT
Clifton Court Intake,6/4/1986,303,29,70.7018673,OMR,Interior,W,TT
Rock Slough @ Old River,6/4/1986,225,19,70.7018673,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,6/11/1986,136,9,72.55213931,SJRcorridor,Interior,W,TT
Clifton Court Intake,7/2/1986,534,55,77.07568175,OMR,Interior,W,TT
Rock Slough @ Old River,7/2/1986,225,19,77.07568175,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,7/9/1986,154,10,80.89212924,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),8/5/1986,723,76,80.38588581,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/7/1986,229,23,81.25987168,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,8/13/1986,281,24,78.64667447,SJRcorridor,Interior,W,TT
Clifton Court Intake,8/14/1986,571,61,79.51248889,OMR,Interior,W,TT
Rock Slough @ Old River,8/14/1986,219,21,79.51248889,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),9/9/1986,308,32,80.98620884,OMR,Interior,W,TT
Little Connection Sl. @ Empire Tr.,9/11/1986,181,12,80.39346291,SJRcorridor,Interior,W,TT
Rock Slough @ Old River,9/24/1986,285,49,76.64482557,OMR,Interior,W,TT
Clifton Court Intake,9/24/1986,292,27,76.64482557,OMR,Interior,W,TT
Clifton Court Intake,11/12/1986,276,24,77.67357371,OMR,Interior,D,TT
Rock Slough @ Old River,11/12/1986,180,13,77.67357371,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,11/19/1986,156,9,81.75215953,SJRcorridor,Interior,D,TT
Little Connection Sl. @ Empire Tr.,12/10/1986,168,12,81.27604043,SJRcorridor,Interior,D,TT
Clifton Court Intake,12/17/1986,285,32,84.66151096,OMR,Interior,D,TT
Rock Slough @ Old River,12/17/1986,272,25,84.66151096,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,1/13/1987,209,13,76.87181585,SJRcorridor,Interior,D,TT
Clifton Court Intake,1/22/1987,300,26,77.63242892,OMR,Interior,D,TT
Rock Slough @ Old River,1/22/1987,268,24,77.63242892,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,2/10/1987,235,16,79.67678587,SJRcorridor,Interior,D,TT
Clifton Court Intake,2/24/1987,435,38,71.09908714,OMR,Interior,D,TT
Rock Slough @ Old River,2/24/1987,355,30,71.09908714,OMR,Interior,D,TT
Little Connection Sl. @ Empire Tr.,3/10/1987,261,16,68.63243842,SJRcorridor,Interior,D,TT
Clifton Court Intake,3/24/1987,730,77,61.48523734,OMR,Interior,D,TT
Rock Slough @ Old River,3/24/1987,302,25,61.48523734,OMR,Interior,D,TT
